name,highway,UF,item,latitude,longitude,exp_km_calc
GH010080,282,SC,Faixa Central,-277.006.832,-487.993.235,31.0
GH010080,282,SC,Faixa Lateral,-277.006.832,-487.993.235,31.0
GH010080,282,SC,Placa,-277.007.483,-487.994.433,31.0
GH010080,282,SC,Remendo,-277.008.937,-487.997.098,31.0
GH010080,282,SC,Rocada,-277.009.192,-487.997.574,31.0
GH010080,282,SC,Faixa Central,-277.009.192,-487.997.574,31.0
GH010080,282,SC,Faixa Lateral,-277.009.192,-487.997.574,31.0
GH010080,282,SC,Placa,-277.009.319,-487.997.812,31.0
GH010080,282,SC,Drenagem,-277.010.644,-488.000.271,31.0
GH010080,282,SC,Rocada,-277.011.549,-488.001.951,32.0
GH010080,282,SC,Faixa Central,-277.011.549,-488.001.951,32.0
GH010080,282,SC,Faixa Lateral,-277.011.549,-488.001.951,32.0
GH010080,282,SC,Drenagem,-277.012.066,-488.002.914,32.0
GH010080,282,SC,Remendo,-277.013.366,-488.005.304,32.0
GH010080,282,SC,Placa,-277.013.628,-488.005.778,32.0
GH010080,282,SC,Rocada,-277.013.934,-488.006.331,32.0
GH010080,282,SC,Faixa Central,-277.013.934,-488.006.331,32.0
GH010080,282,SC,Faixa Lateral,-277.013.934,-488.006.331,32.0
GH010080,282,SC,Drenagem,-277.014.155,-488.006.727,32.0
GH010080,282,SC,Drenagem,-27.701.538,-488.008.933,32.0
GH010080,282,SC,Placa,-277.015.942,-488.009.961,32.0
GH010080,282,SC,Rocada,-277.016.333,-488.010.673,32.0
GH010080,282,SC,Faixa Central,-277.016.333,-488.010.673,32.0
GH010080,282,SC,Faixa Lateral,-277.016.333,-488.010.673,32.0
GH010080,282,SC,Drenagem,-277.018.237,-488.014.147,32.0
GH010080,282,SC,Rocada,-277.018.699,-488.014.996,32.0
GH010080,282,SC,Faixa Central,-277.018.699,-488.014.996,32.0
GH010080,282,SC,Faixa Lateral,-277.018.699,-488.014.996,32.0
GH010080,282,SC,Drenagem,-277.019.955,-488.017.292,32.0
GH010080,282,SC,Rocada,-277.021.064,-488.019.313,32.0
GH010080,282,SC,Faixa Central,-277.021.064,-488.019.313,32.0
GH010080,282,SC,Faixa Lateral,-277.021.064,-488.019.313,32.0
GH010080,282,SC,Drenagem,-277.021.251,-488.019.658,32.0
GH010080,282,SC,Drenagem,-277.022.479,-488.021.943,32.0
GH010080,282,SC,Rocada,-277.023.407,-488.023.655,32.0
GH010080,282,SC,Faixa Central,-277.023.407,-488.023.655,32.0
GH010080,282,SC,Faixa Lateral,-277.023.407,-488.023.655,32.0
GH010080,282,SC,Placa,-277.023.407,-488.023.655,32.0
GH010080,282,SC,Drenagem,-277.023.702,-488.024.196,32.0
GH010080,282,SC,Placa,-277.025.124,-488.026.755,32.0
GH010080,282,SC,Drenagem,-27.702.524,-488.026.956,32.0
GH010080,282,SC,Rocada,-277.025.815,-48.802.796,32.0
GH010080,282,SC,Faixa Central,-277.025.815,-48.802.796,32.0
GH010080,282,SC,Faixa Lateral,-277.025.815,-48.802.796,32.0
GH010080,282,SC,Remendo,-277.027.067,-488.030.028,32.0
GH010080,282,SC,Rocada,-277.028.453,-488.032.156,32.0
GH010080,282,SC,Faixa Central,-277.028.453,-488.032.156,32.0
GH010080,282,SC,Faixa Lateral,-277.028.453,-488.032.156,32.0
GH010080,282,SC,Trinca,-277.028.722,-48.803.255,32.0
GH010080,282,SC,Rocada,-277.031.268,-488.036.148,32.0
GH010080,282,SC,Faixa Central,-277.031.268,-488.036.148,32.0
GH010080,282,SC,Faixa Lateral,-277.031.268,-488.036.148,32.0
GH010080,282,SC,Placa,-277.033.482,-488.039.143,32.0
GH010080,282,SC,Rocada,-2.770.342,-488.040.082,32.0
GH010080,282,SC,Faixa Central,-2.770.342,-488.040.082,32.0
GH010080,282,SC,Faixa Lateral,-2.770.342,-488.040.082,32.0
GH010080,282,SC,Drenagem,-277.036.937,-488.043.503,32.0
GH010080,282,SC,Rocada,-277.037.242,-488.043.872,32.0
GH010080,282,SC,Faixa Central,-277.037.242,-488.043.872,32.0
GH010080,282,SC,Faixa Lateral,-277.037.242,-488.043.872,32.0
GH010080,282,SC,Drenagem,-277.038.552,-48.804.543,32.0
GH010080,282,SC,Drenagem,-277.040.055,-488.047.489,32.0
GH010080,282,SC,Rocada,-277.040.194,-488.047.719,32.0
GH010080,282,SC,Faixa Central,-277.040.194,-488.047.719,32.0
GH010080,282,SC,Faixa Lateral,-277.040.194,-488.047.719,32.0
GH010080,282,SC,Drenagem,-277.041.349,-48.804.982,32.0
GH010080,282,SC,Rocada,-27.704.271,-488.051.919,32.0
GH010080,282,SC,Faixa Central,-27.704.271,-488.051.919,32.0
GH010080,282,SC,Faixa Lateral,-27.704.271,-488.051.919,32.0
GH010080,282,SC,Drenagem,-277.045.595,-488.054.072,32.0
GH010080,282,SC,Rocada,-277.046.499,-488.054.647,32.0
GH010080,282,SC,Faixa Central,-277.046.499,-488.054.647,32.0
GH010080,282,SC,Faixa Lateral,-277.046.499,-488.054.647,32.0
GH010080,282,SC,Drenagem,-277.047.571,-488.055.414,32.0
GH010080,282,SC,Placa,-277.048.178,-488.055.916,32.0
GH010080,282,SC,Drenagem,-277.049.428,-488.057.069,32.0
GH010080,282,SC,Rocada,-277.050.125,-488.057.774,32.0
GH010080,282,SC,Faixa Central,-277.050.125,-488.057.774,32.0
GH010080,282,SC,Faixa Lateral,-277.050.125,-488.057.774,32.0
GH010080,282,SC,Placa,-277.050.125,-488.057.774,32.0
GH010080,282,SC,Drenagem,-277.051.097,-488.058.787,32.0
GH010080,282,SC,Placa,-27.705.275,-488.060.555,32.0
GH010080,282,SC,Rocada,-277.053.425,-488.061.283,32.0
GH010080,282,SC,Faixa Central,-277.053.425,-488.061.283,32.0
GH010080,282,SC,Faixa Lateral,-277.053.425,-488.061.283,32.0
GH010080,282,SC,Trinca,-277.054.891,-488.062.893,32.0
GH010080,282,SC,Placa,-277.055.401,-48.806.346,32.0
GH010080,282,SC,Rocada,-277.056.675,-48.806.484,32.0
GH010080,282,SC,Faixa Central,-277.056.675,-48.806.484,32.0
GH010080,282,SC,Faixa Lateral,-277.056.675,-48.806.484,32.0
GH010080,282,SC,Buraco,-277.059.726,-488.068.122,32.0
GH010080,282,SC,Rocada,-277.059.947,-488.068.362,32.0
GH010080,282,SC,Faixa Central,-277.059.947,-488.068.362,32.0
GH010080,282,SC,Faixa Lateral,-277.059.947,-488.068.362,32.0
GH010080,282,SC,Remendo,-27.706.231,-488.071.233,32.0
GH010080,282,SC,Rocada,-277.062.961,-488.072.207,32.0
GH010080,282,SC,Faixa Central,-277.062.961,-488.072.207,32.0
GH010080,282,SC,Faixa Lateral,-277.062.961,-488.072.207,32.0
GH010080,282,SC,Buraco,-277.064.043,-48.807.413,32.0
GH010080,282,SC,Buraco,-277.064.591,-488.075.386,32.0
GH010080,282,SC,Rocada,-277.065.043,-488.076.743,32.0
GH010080,282,SC,Faixa Central,-277.065.043,-488.076.743,32.0
GH010080,282,SC,Faixa Lateral,-277.065.043,-488.076.743,32.0
GH010080,282,SC,Remendo,-277.065.542,-488.079.361,32.0
GH010080,282,SC,Trinca,-277.065.625,-488.080.449,32.0
GH010080,282,SC,Buraco,-277.065.634,-488.080.618,32.0
GH010080,282,SC,Rocada,-277.065.638,-488.081.797,33.0
GH010080,282,SC,Faixa Central,-277.065.638,-488.081.797,33.0
GH010080,282,SC,Faixa Lateral,-277.065.638,-488.081.797,33.0
GH010080,282,SC,Trinca,-277.065.626,-488.082.133,33.0
GH010080,282,SC,Trinca,-277.065.294,-488.084.737,33.0
GH010080,282,SC,Rocada,-27.706.472,-488.086.783,33.0
GH010080,282,SC,Faixa Central,-27.706.472,-488.086.783,33.0
GH010080,282,SC,Faixa Lateral,-27.706.472,-488.086.783,33.0
GH010080,282,SC,Rocada,-277.062.473,-488.091.178,33.0
GH010080,282,SC,Faixa Central,-277.062.473,-488.091.178,33.0
GH010080,282,SC,Faixa Lateral,-277.062.473,-488.091.178,33.0
GH010080,282,SC,Trinca,-277.061.022,-488.093.404,33.0
GH010080,282,SC,Remendo,-277.060.402,-488.094.321,33.0
GH010080,282,SC,Rocada,-277.059.739,-488.095.302,33.0
GH010080,282,SC,Faixa Central,-277.059.739,-488.095.302,33.0
GH010080,282,SC,Faixa Lateral,-277.059.739,-488.095.302,33.0
GH010080,282,SC,Placa,-277.057.924,-488.098.017,33.0
GH010080,282,SC,Rocada,-277.057.006,-488.099.406,33.0
GH010080,282,SC,Faixa Central,-277.057.006,-488.099.406,33.0
GH010080,282,SC,Faixa Lateral,-277.057.006,-488.099.406,33.0
GH010080,282,SC,Placa,-277.055.409,-488.101.781,33.0
GH010080,282,SC,Rocada,-277.054.279,-488.103.449,33.0
GH010080,282,SC,Faixa Central,-277.054.279,-488.103.449,33.0
GH010080,282,SC,Faixa Lateral,-277.054.279,-488.103.449,33.0
GH010080,282,SC,Buraco,-277.054.189,-488.103.581,33.0
GH010080,282,SC,Rocada,-27.705.155,-488.107.532,33.0
GH010080,282,SC,Faixa Central,-27.705.155,-488.107.532,33.0
GH010080,282,SC,Faixa Lateral,-27.705.155,-488.107.532,33.0
GH010080,282,SC,Rocada,-277.049.042,-488.111.757,33.0
GH010080,282,SC,Faixa Central,-277.049.042,-488.111.757,33.0
GH010080,282,SC,Faixa Lateral,-277.049.042,-488.111.757,33.0
GH010080,282,SC,Buraco,-277.048.051,-488.113.993,33.0
GH010080,282,SC,Rocada,-277.047.295,-488.116.447,33.0
GH010080,282,SC,Faixa Central,-277.047.295,-488.116.447,33.0
GH010080,282,SC,Faixa Lateral,-277.047.295,-488.116.447,33.0
GH010080,282,SC,Buraco,-277.046.887,-488.119.528,33.0
GH010080,282,SC,Buraco,-277.046.844,-488.120.452,33.0
GH010080,282,SC,Rocada,-277.046.798,-488.121.537,33.0
GH010080,282,SC,Faixa Central,-277.046.798,-488.121.537,33.0
GH010080,282,SC,Faixa Lateral,-277.046.798,-488.121.537,33.0
GH010080,282,SC,Buraco,-277.046.869,-488.124.463,33.0
GH010080,282,SC,Rocada,-277.046.943,-488.126.635,33.0
GH010080,282,SC,Faixa Central,-277.046.943,-488.126.635,33.0
GH010080,282,SC,Faixa Lateral,-277.046.943,-488.126.635,33.0
GH010080,282,SC,Rocada,-277.047.153,-488.131.763,33.0
GH010080,282,SC,Faixa Central,-277.047.153,-488.131.763,33.0
GH010080,282,SC,Faixa Lateral,-277.047.153,-488.131.763,33.0
GH010080,282,SC,Trinca,-277.047.177,-48.813.234,33.0
GH010080,282,SC,Rocada,-277.047.401,-488.136.879,33.0
GH010080,282,SC,Faixa Central,-277.047.401,-488.136.879,33.0
GH010080,282,SC,Faixa Lateral,-277.047.401,-488.136.879,33.0
GH010080,282,SC,Placa,-277.047.504,-488.138.928,33.0
GH010080,282,SC,Remendo,-277.047.512,-488.139.096,33.0
GH010080,282,SC,Trinca,-277.047.521,-488.139.271,33.0
GH010080,282,SC,Placa,-277.047.562,-488.140.303,33.0
GH010080,282,SC,Placa,-277.047.615,-488.141.419,33.0
GH010080,282,SC,Rocada,-277.047.639,-48.814.202,33.0
GH010080,282,SC,Faixa Central,-277.047.639,-48.814.202,33.0
GH010080,282,SC,Faixa Lateral,-277.047.639,-48.814.202,33.0
GH010080,282,SC,Placa,-277.047.745,-488.144.345,33.0
GH010080,282,SC,Placa,-277.047.786,-488.145.475,33.0
GH010080,282,SC,Rocada,-277.047.849,-488.147.129,33.0
GH010080,282,SC,Faixa Central,-277.047.849,-488.147.129,33.0
GH010080,282,SC,Faixa Lateral,-277.047.849,-488.147.129,33.0
GH010080,282,SC,Drenagem,-277.047.859,-488.147.391,33.0
GH010080,282,SC,Placa,-277.047.882,-488.148.002,33.0
GH010080,282,SC,Placa,-277.047.931,-488.149.145,33.0
GH010080,282,SC,Drenagem,-277.047.973,-48.815.029,33.0
GH010080,282,SC,Buraco,-277.048.011,-488.151.528,33.0
GH010080,282,SC,Remendo,-277.048.015,-488.151.705,33.0
GH010080,282,SC,Rocada,-277.048.028,-488.152.238,33.0
GH010080,282,SC,Faixa Central,-277.048.028,-488.152.238,33.0
GH010080,282,SC,Faixa Lateral,-277.048.028,-488.152.238,33.0
GH010080,282,SC,Drenagem,-277.048.036,-488.152.858,33.0
GH010080,282,SC,Remendo,-277.048.037,-488.153.925,33.0
GH010080,282,SC,Drenagem,-277.048.015,-488.155.451,33.0
GH010080,282,SC,Rocada,-277.047.908,-488.157.332,33.0
GH010080,282,SC,Faixa Central,-277.047.908,-488.157.332,33.0
GH010080,282,SC,Faixa Lateral,-277.047.908,-488.157.332,33.0
GH010080,282,SC,Drenagem,-277.047.828,-488.158.321,33.0
GH010080,282,SC,Rocada,-277.047.259,-488.162.391,33.0
GH010080,282,SC,Faixa Central,-277.047.259,-488.162.391,33.0
GH010080,282,SC,Faixa Lateral,-277.047.259,-488.162.391,33.0
GH010080,282,SC,Drenagem,-277.047.259,-488.162.391,33.0
GH010080,282,SC,Remendo,-277.046.775,-488.164.567,33.0
GH010080,282,SC,Drenagem,-277.046.655,-488.165.018,33.0
GH010080,282,SC,Rocada,-277.045.951,-488.167.261,33.0
GH010080,282,SC,Faixa Central,-277.045.951,-488.167.261,33.0
GH010080,282,SC,Faixa Lateral,-277.045.951,-488.167.261,33.0
GH010080,282,SC,Drenagem,-277.045.763,-488.167.791,33.0
GH010080,282,SC,Drenagem,-27.704.483,-488.170.111,33.0
GH010080,282,SC,Rocada,-277.044.005,-488.171.909,33.0
GH010080,282,SC,Faixa Central,-277.044.005,-488.171.909,33.0
GH010080,282,SC,Faixa Lateral,-277.044.005,-488.171.909,33.0
GH010080,282,SC,Remendo,-277.043.926,-488.172.067,33.0
GH010080,282,SC,Remendo,-277.043.589,-488.172.782,33.0
GH010080,282,SC,Drenagem,-277.042.303,-488.175.326,34.0
GH010080,282,SC,Rocada,-27.704.172,-488.176.377,34.0
GH010080,282,SC,Faixa Central,-27.704.172,-488.176.377,34.0
GH010080,282,SC,Faixa Lateral,-27.704.172,-488.176.377,34.0
GH010080,282,SC,Drenagem,-277.041.043,-488.177.572,34.0
GH010080,282,SC,Placa,-277.040.307,-488.178.837,34.0
GH010080,282,SC,Rocada,-277.039.291,-488.180.666,34.0
GH010080,282,SC,Faixa Central,-277.039.291,-488.180.666,34.0
GH010080,282,SC,Faixa Lateral,-277.039.291,-488.180.666,34.0
GH010080,282,SC,Remendo,-277.038.658,-488.181.933,34.0
GH010080,282,SC,Drenagem,-277.038.251,-488.182.805,34.0
GH010080,282,SC,Rocada,-277.037.343,-488.185.237,34.0
GH010080,282,SC,Faixa Central,-277.037.343,-488.185.237,34.0
GH010080,282,SC,Faixa Lateral,-277.037.343,-488.185.237,34.0
GH010080,282,SC,Buraco,-277.036.699,-488.188.122,34.0
GH010080,282,SC,Buraco,-277.036.699,-488.188.122,34.0
GH010080,282,SC,Rocada,-277.036.527,-488.190.201,34.0
GH010080,282,SC,Faixa Central,-277.036.527,-488.190.201,34.0
GH010080,282,SC,Faixa Lateral,-277.036.527,-488.190.201,34.0
GH010080,282,SC,Rocada,-277.036.753,-488.195.291,34.0
GH010080,282,SC,Faixa Central,-277.036.753,-488.195.291,34.0
GH010080,282,SC,Faixa Lateral,-277.036.753,-488.195.291,34.0
GH010080,282,SC,Placa,-277.036.917,-488.197.678,34.0
GH010080,282,SC,Rocada,-277.037.112,-488.200.364,34.0
GH010080,282,SC,Faixa Central,-277.037.112,-488.200.364,34.0
GH010080,282,SC,Faixa Lateral,-277.037.112,-488.200.364,34.0
GH010080,282,SC,Remendo,-277.037.408,-48.820.303,34.0
GH010080,282,SC,Rocada,-277.037.687,-488.205.421,34.0
GH010080,282,SC,Faixa Central,-277.037.687,-488.205.421,34.0
GH010080,282,SC,Faixa Lateral,-277.037.687,-488.205.421,34.0
GH010080,282,SC,Remendo,-27.703.776,-488.206.124,34.0
GH010080,282,SC,Placa,-277.038.111,-488.210.096,34.0
GH010080,282,SC,Rocada,-277.038.146,-488.210.528,34.0
GH010080,282,SC,Faixa Central,-277.038.146,-488.210.528,34.0
GH010080,282,SC,Faixa Lateral,-277.038.146,-488.210.528,34.0
GH010080,282,SC,Placa,-277.038.339,-488.212.853,34.0
GH010080,282,SC,Rocada,-277.038.614,-488.215.572,34.0
GH010080,282,SC,Faixa Central,-277.038.614,-488.215.572,34.0
GH010080,282,SC,Faixa Lateral,-277.038.614,-488.215.572,34.0
GH010080,282,SC,Rocada,-277.039.148,-488.220.629,34.0
GH010080,282,SC,Faixa Central,-277.039.148,-488.220.629,34.0
GH010080,282,SC,Faixa Lateral,-277.039.148,-488.220.629,34.0
GH010080,282,SC,Rocada,-277.039.654,-488.225.668,34.0
GH010080,282,SC,Faixa Central,-277.039.654,-488.225.668,34.0
GH010080,282,SC,Faixa Lateral,-277.039.654,-488.225.668,34.0
GH010080,282,SC,Drenagem,-277.039.767,-488.226.662,34.0
GH010080,282,SC,Rocada,-277.040.106,-488.230.743,34.0
GH010080,282,SC,Faixa Central,-277.040.106,-488.230.743,34.0
GH010080,282,SC,Faixa Lateral,-277.040.106,-488.230.743,34.0
GH010080,282,SC,Rocada,-277.040.046,-48.823.583,34.0
GH010080,282,SC,Faixa Central,-277.040.046,-48.823.583,34.0
GH010080,282,SC,Faixa Lateral,-277.040.046,-48.823.583,34.0
GH010080,282,SC,Trinca,-277.039.757,-488.238.579,34.0
GH010080,282,SC,Rocada,-27.703.938,-488.240.916,34.0
GH010080,282,SC,Faixa Central,-27.703.938,-488.240.916,34.0
GH010080,282,SC,Faixa Lateral,-27.703.938,-488.240.916,34.0
GH010080,282,SC,Placa,-277.039.023,-488.242.648,34.0
GH010080,282,SC,Rocada,-277.038.107,-488.245.807,34.0
GH010080,282,SC,Faixa Central,-277.038.107,-488.245.807,34.0
GH010080,282,SC,Faixa Lateral,-277.038.107,-488.245.807,34.0
GH010080,282,SC,Buraco,-27.703.808,-488.245.881,34.0
GH010080,282,SC,Placa,-277.037.965,-488.246.183,34.0
GH010080,282,SC,Remendo,-277.037.823,-48.824.656,34.0
GH010080,282,SC,Buraco,-277.036.832,-48.824.901,34.0
GH010080,282,SC,Buraco,-277.036.536,-488.249.654,34.0
GH010080,282,SC,Rocada,-277.036.175,-488.250.448,34.0
GH010080,282,SC,Faixa Central,-277.036.175,-488.250.448,34.0
GH010080,282,SC,Faixa Lateral,-277.036.175,-488.250.448,34.0
GH010080,282,SC,Remendo,-277.035.773,-488.251.303,34.0
GH010080,282,SC,Buraco,-277.034.254,-488.254.024,34.0
GH010080,282,SC,Buraco,-277.033.914,-488.254.544,34.0
GH010080,282,SC,Rocada,-27.703.378,-488.254.736,34.0
GH010080,282,SC,Faixa Central,-27.703.378,-488.254.736,34.0
GH010080,282,SC,Faixa Lateral,-27.703.378,-488.254.736,34.0
GH010080,282,SC,Rocada,-277.030.682,-488.258.519,34.0
GH010080,282,SC,Faixa Central,-277.030.682,-488.258.519,34.0
GH010080,282,SC,Faixa Lateral,-277.030.682,-488.258.519,34.0
GH010080,282,SC,Rocada,-277.027.237,-488.261.792,34.0
GH010080,282,SC,Faixa Central,-277.027.237,-488.261.792,34.0
GH010080,282,SC,Faixa Lateral,-277.027.237,-488.261.792,34.0
GH010080,282,SC,Placa,-277.024.922,-488.263.615,34.0
GH010080,282,SC,Rocada,-277.023.494,-488.264.661,34.0
GH010080,282,SC,Faixa Central,-277.023.494,-488.264.661,34.0
GH010080,282,SC,Faixa Lateral,-277.023.494,-488.264.661,34.0
GH010080,282,SC,Rocada,-277.019.706,-48.826.743,35.0
GH010080,282,SC,Faixa Central,-277.019.706,-48.826.743,35.0
GH010080,282,SC,Faixa Lateral,-277.019.706,-48.826.743,35.0
GH010080,282,SC,Rocada,-277.016.046,-488.270.429,35.0
GH010080,282,SC,Faixa Central,-277.016.046,-488.270.429,35.0
GH010080,282,SC,Faixa Lateral,-277.016.046,-488.270.429,35.0
GH010080,282,SC,Remendo,-277.014.148,-4.882.725,35.0
GH010080,282,SC,Rocada,-277.013.022,-488.274.236,35.0
GH010080,282,SC,Faixa Central,-277.013.022,-488.274.236,35.0
GH010080,282,SC,Faixa Lateral,-277.013.022,-488.274.236,35.0
GH010080,282,SC,Remendo,-277.012.483,-488.275.341,35.0
GH010080,282,SC,Trinca,-27.701.161,-48.827.794,35.0
GH010080,282,SC,Rocada,-27.701.139,-488.278.985,35.0
GH010080,282,SC,Faixa Central,-27.701.139,-488.278.985,35.0
GH010080,282,SC,Faixa Lateral,-27.701.139,-488.278.985,35.0
GH010080,282,SC,Drenagem,-2.770.112,-488.280.846,35.0
GH010080,282,SC,Rocada,-277.011.317,-488.284.109,35.0
GH010080,282,SC,Faixa Central,-277.011.317,-488.284.109,35.0
GH010080,282,SC,Faixa Lateral,-277.011.317,-488.284.109,35.0
GH010080,282,SC,Trinca,-277.012.079,-488.287.352,35.0
GH010080,282,SC,Placa,-277.012.408,-488.288.305,35.0
GH010080,282,SC,Rocada,-277.012.706,-488.288.991,35.0
GH010080,282,SC,Faixa Central,-277.012.706,-488.288.991,35.0
GH010080,282,SC,Faixa Lateral,-277.012.706,-488.288.991,35.0
GH010080,282,SC,Remendo,-277.013.922,-488.291.477,35.0
GH010080,282,SC,Rocada,-277.014.964,-488.293.419,35.0
GH010080,282,SC,Faixa Central,-277.014.964,-488.293.419,35.0
GH010080,282,SC,Faixa Lateral,-277.014.964,-488.293.419,35.0
GH010080,282,SC,Placa,-277.017.269,-488.297.127,35.0
GH010080,282,SC,Rocada,-277.017.622,-48.829.762,35.0
GH010080,282,SC,Faixa Central,-277.017.622,-48.829.762,35.0
GH010080,282,SC,Faixa Lateral,-277.017.622,-48.829.762,35.0
GH010080,282,SC,Trinca,-277.020.056,-488.300.618,35.0
GH010080,282,SC,Remendo,-277.020.559,-488.301.176,35.0
GH010080,282,SC,Rocada,-277.020.729,-488.301.358,35.0
GH010080,282,SC,Faixa Central,-277.020.729,-488.301.358,35.0
GH010080,282,SC,Faixa Lateral,-277.020.729,-488.301.358,35.0
GH010080,282,SC,Rocada,-277.024.158,-48.830.466,35.0
GH010080,282,SC,Faixa Central,-277.024.158,-48.830.466,35.0
GH010080,282,SC,Faixa Lateral,-277.024.158,-48.830.466,35.0
GH010080,282,SC,Rocada,-277.028.162,-488.307.127,35.0
GH010080,282,SC,Faixa Central,-277.028.162,-488.307.127,35.0
GH010080,282,SC,Faixa Lateral,-277.028.162,-488.307.127,35.0
GH010080,282,SC,Placa,-277.029.097,-488.307.453,35.0
GH010080,282,SC,Trinca,-277.029.534,-488.307.591,35.0
GH010080,282,SC,Buraco,-277.030.195,-488.307.798,35.0
GH010080,282,SC,Rocada,-277.032.562,-488.308.555,35.0
GH010080,282,SC,Faixa Central,-277.032.562,-488.308.555,35.0
GH010080,282,SC,Faixa Lateral,-277.032.562,-488.308.555,35.0
GH010080,282,SC,Remendo,-277.032.914,-488.308.654,35.0
GH010080,282,SC,Rocada,-27.703.694,-488.309.818,35.0
GH010080,282,SC,Faixa Central,-27.703.694,-488.309.818,35.0
GH010080,282,SC,Faixa Lateral,-27.703.694,-488.309.818,35.0
GH010080,282,SC,Placa,-277.040.303,-48.831.116,35.0
GH010080,282,SC,Rocada,-277.041.191,-488.311.661,35.0
GH010080,282,SC,Faixa Central,-277.041.191,-488.311.661,35.0
GH010080,282,SC,Faixa Lateral,-277.041.191,-488.311.661,35.0
GH010080,282,SC,Remendo,-277.041.191,-488.311.661,35.0
GH010080,282,SC,Drenagem,-277.043.757,-488.313.332,35.0
GH010080,282,SC,Placa,-277.043.757,-488.313.332,35.0
GH010080,282,SC,Rocada,-277.045.049,-48.831.436,35.0
GH010080,282,SC,Faixa Central,-277.045.049,-48.831.436,35.0
GH010080,282,SC,Faixa Lateral,-277.045.049,-48.831.436,35.0
GH010080,282,SC,Drenagem,-277.045.615,-48.831.492,35.0
GH010080,282,SC,Drenagem,-27.704.725,-488.316.721,35.0
GH010080,282,SC,Rocada,-277.048.113,-488.318.096,35.0
GH010080,282,SC,Faixa Central,-277.048.113,-488.318.096,35.0
GH010080,282,SC,Faixa Lateral,-277.048.113,-488.318.096,35.0
GH010080,282,SC,Drenagem,-277.048.572,-488.318.979,35.0
GH010080,282,SC,Rocada,-277.050.138,-488.322.683,35.0
GH010080,282,SC,Faixa Central,-277.050.138,-488.322.683,35.0
GH010080,282,SC,Faixa Lateral,-277.050.138,-488.322.683,35.0
GH010080,282,SC,Drenagem,-27.705.048,-48.832.388,35.0
GH010080,282,SC,Buraco,-277.050.645,-48.832.459,35.0
GH010080,282,SC,Drenagem,-277.050.937,-488.326.545,35.0
GH010080,282,SC,Rocada,-277.051.017,-488.327.665,35.0
GH010080,282,SC,Faixa Central,-277.051.017,-488.327.665,35.0
GH010080,282,SC,Faixa Lateral,-277.051.017,-488.327.665,35.0
GH010080,282,SC,Drenagem,-277.051.054,-488.329.409,35.0
GH010080,282,SC,Drenagem,-277.050.796,-48.833.204,35.0
GH010080,282,SC,Rocada,-277.050.639,-48.833.275,35.0
GH010080,282,SC,Faixa Central,-277.050.639,-48.833.275,35.0
GH010080,282,SC,Faixa Lateral,-277.050.639,-48.833.275,35.0
GH010080,282,SC,Placa,-27.704.986,-488.335.779,35.0
GH010080,282,SC,Rocada,-277.049.218,-488.337.605,35.0
GH010080,282,SC,Faixa Central,-277.049.218,-488.337.605,35.0
GH010080,282,SC,Faixa Lateral,-277.049.218,-488.337.605,35.0
GH010080,282,SC,Buraco,-277.048.023,-488.341.007,36.0
GH010080,282,SC,Placa,-277.047.959,-488.341.179,36.0
GH010080,282,SC,Rocada,-277.047.544,-488.342.336,36.0
GH010080,282,SC,Faixa Central,-277.047.544,-488.342.336,36.0
GH010080,282,SC,Faixa Lateral,-277.047.544,-488.342.336,36.0
GH010080,282,SC,Drenagem,-277.046.151,-488.346.137,36.0
GH010080,282,SC,Rocada,-277.045.819,-488.347.062,36.0
GH010080,282,SC,Faixa Central,-277.045.819,-488.347.062,36.0
GH010080,282,SC,Faixa Lateral,-277.045.819,-488.347.062,36.0
GH010080,282,SC,Drenagem,-277.045.318,-488.348.536,36.0
GH010080,282,SC,Drenagem,-277.044.268,-488.351.499,36.0
GH010080,282,SC,Rocada,-277.044.156,-488.351.841,36.0
GH010080,282,SC,Faixa Central,-277.044.156,-488.351.841,36.0
GH010080,282,SC,Faixa Lateral,-277.044.156,-488.351.841,36.0
GH010080,282,SC,Rocada,-277.042.812,-488.356.759,36.0
GH010080,282,SC,Faixa Central,-277.042.812,-488.356.759,36.0
GH010080,282,SC,Faixa Lateral,-277.042.812,-488.356.759,36.0
GH010080,282,SC,Placa,-277.042.329,-488.359.726,36.0
GH010080,282,SC,Drenagem,-277.042.198,-488.361.175,36.0
GH010080,282,SC,Rocada,-277.042.153,-488.361.809,36.0
GH010080,282,SC,Faixa Central,-277.042.153,-488.361.809,36.0
GH010080,282,SC,Faixa Lateral,-277.042.153,-488.361.809,36.0
GH010080,282,SC,Rocada,-277.042.212,-488.366.925,36.0
GH010080,282,SC,Faixa Central,-277.042.212,-488.366.925,36.0
GH010080,282,SC,Faixa Lateral,-277.042.212,-488.366.925,36.0
GH010080,282,SC,Rocada,-277.043.004,-488.371.986,36.0
GH010080,282,SC,Faixa Central,-277.043.004,-488.371.986,36.0
GH010080,282,SC,Faixa Lateral,-277.043.004,-488.371.986,36.0
GH010080,282,SC,Rocada,-277.044.629,-488.376.804,36.0
GH010080,282,SC,Faixa Central,-277.044.629,-488.376.804,36.0
GH010080,282,SC,Faixa Lateral,-277.044.629,-488.376.804,36.0
GH010080,282,SC,Drenagem,-277.044.966,-488.377.553,36.0
GH010080,282,SC,Drenagem,-277.046.277,-488.380.094,36.0
